year;country_id;free_and_fair_elections;effective_power_to_govern;separation_of_powers;independent_judiciary;prosecution_of_office_abuse;performance_of_democratic_institutions;commitment_to_democratic_institutions;level_of_socioeconomic_development;socioeconomic_barriers;monetary_stability;fiscal_stability;welfare_regime;social_safety_nets;equal_opportunity;economic_performance;output_strength;sustainability;environmental_policy;education_/_r&d_policy;level_of_difficulty;structural_constraints;conflict_intensity;gni_p.c._atlas_method_rescaled;un_educ._index_rescaled;bti_stateness_&_rule_of_law;steering_capability;prioritization;implementation;policy_learning;resource_efficiency;efficient_use_of_assets;policy_coordination;anti-corruption_policy;consensus-building;consensus_on_goals;anti-democratic_actors;cleavage_/_conflict_management;civil_society_participation;reconciliation;international_cooperation;effective_use_of_support;credibility;regional_cooperation
2016;99;8.0;7.0;7.0;6.0;5.0;6.0;7.0;3.0;3.0;8.0;7.0;4.0;4.0;4.0;6.0;6.0;3.5;4.0;3.0;5.9;7.0;5.0;7.0;6.0;4.4;6.0;7.0;5.0;6.0;5.3;5.0;7.0;4.0;5.8;6.0;6.0;6.0;6.0;5.0;7.3;7.0;7.0;8.0
2022;99;5.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;7.0;6.0;4.0;4.0;4.0;5.0;5.0;3.5;4.0;3.0;6.5;7.0;6.0;7.0;7.0;6.1;3.7;4.0;3.0;4.0;3.3;3.0;5.0;2.0;4.0;4.0;4.0;5.0;3.0;4.0;6.3;7.0;5.0;7.0
2010;101;10.0;10.0;10.0;9.0;8.0;8.0;9.0;9.0;9.0;9.0;7.0;9.0;9.0;9.0;7.0;7.0;8.5;9.0;8.0;1.4;1.0;2.0;1.0;1.0;1.5;8.0;9.0;7.0;8.0;6.7;6.0;7.0;7.0;8.2;10.0;10.0;6.0;8.0;7.0;9.3;9.0;9.0;10.0
2018;101;7.0;10.0;5.0;6.0;6.0;6.0;7.0;8.0;8.0;8.0;7.0;7.5;8.0;7.0;8.0;8.0;6.0;6.0;6.0;1.9;1.0;3.0;1.0;1.0;3.4;5.7;6.0;6.0;5.0;5.3;5.0;6.0;5.0;5.0;7.0;6.0;5.0;4.0;3.0;5.7;6.0;5.0;6.0
2012;101;9.0;10.0;7.0;8.0;8.0;7.0;8.0;9.0;9.0;9.0;6.0;8.5;9.0;8.0;8.0;8.0;8.0;8.0;8.0;1.7;1.0;3.0;1.0;1.0;2.3;6.3;7.0;6.0;6.0;6.3;6.0;6.0;7.0;6.8;8.0;8.0;6.0;7.0;5.0;7.3;7.0;7.0;8.0
2014;101;9.0;10.0;6.0;7.0;8.0;7.0;8.0;8.0;8.0;8.0;6.0;8.0;8.0;8.0;7.0;7.0;8.0;8.0;8.0;1.8;1.0;3.0;1.0;1.0;2.6;6.0;7.0;6.0;5.0;5.7;5.0;6.0;6.0;6.6;8.0;8.0;6.0;6.0;5.0;6.0;7.0;5.0;6.0
2020;101;6.0;10.0;5.0;6.0;5.0;6.0;5.0;7.0;7.0;8.0;7.0;7.0;7.0;7.0;8.0;8.0;5.0;5.0;5.0;2.4;2.0;4.0;1.0;1.0;3.5;5.0;5.0;6.0;4.0;5.0;5.0;6.0;4.0;4.2;6.0;5.0;4.0;4.0;2.0;5.7;6.0;5.0;6.0
2016;101;7.0;10.0;5.0;6.0;7.0;7.0;8.0;8.0;8.0;8.0;6.0;8.0;8.0;8.0;7.0;7.0;7.0;7.0;7.0;1.8;1.0;3.0;1.0;1.0;3.0;5.3;6.0;6.0;4.0;5.7;5.0;6.0;6.0;5.8;7.0;7.0;6.0;5.0;4.0;6.0;7.0;5.0;6.0
2022;101;6.0;9.0;4.0;6.0;5.0;5.0;5.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;5.5;5.0;6.0;2.5;2.0;4.0;1.0;1.0;4.0;5.7;6.0;6.0;5.0;5.0;5.0;6.0;4.0;3.2;4.0;3.0;3.0;4.0;2.0;4.7;5.0;3.0;6.0
2010;103;8.0;10.0;9.0;8.0;6.0;9.0;9.0;5.0;5.0;9.0;7.0;4.0;4.0;4.0;9.0;9.0;5.5;5.0;6.0;5.9;6.0;5.0;9.0;7.0;3.3;6.7;8.0;5.0;7.0;6.0;6.0;7.0;5.0;8.5;9.0;9.0;8.0;8.0;;8.0;7.0;9.0;8.0
2018;103;9.0;9.0;9.0;7.0;6.0;8.0;9.0;4.0;4.0;8.0;7.0;4.5;5.0;4.0;9.0;9.0;5.5;5.0;6.0;5.6;6.0;6.0;8.0;5.0;3.9;7.0;7.0;7.0;7.0;6.0;6.0;7.0;5.0;7.0;9.0;8.0;5.0;7.0;6.0;6.7;7.0;8.0;5.0
2012;103;9.0;10.0;9.0;8.0;6.0;8.0;9.0;4.0;4.0;9.0;7.0;4.5;5.0;4.0;10.0;10.0;5.5;5.0;6.0;5.7;6.0;5.0;8.0;8.0;3.1;7.0;7.0;7.0;7.0;6.0;6.0;7.0;5.0;8.5;9.0;9.0;8.0;8.0;;8.0;7.0;9.0;8.0
2014;103;9.0;10.0;9.0;8.0;6.0;8.0;9.0;4.0;4.0;8.0;7.0;4.5;5.0;4.0;8.0;8.0;5.5;5.0;6.0;5.7;5.0;5.0;8.0;8.0;3.4;7.0;7.0;7.0;7.0;6.0;6.0;7.0;5.0;7.4;9.0;8.0;6.0;8.0;6.0;7.7;7.0;8.0;8.0
2020;103;9.0;8.0;9.0;7.0;6.0;8.0;8.0;4.0;4.0;7.0;6.0;4.5;5.0;4.0;9.0;9.0;5.0;4.0;6.0;5.6;6.0;6.0;8.0;5.0;3.9;6.7;7.0;6.0;7.0;6.0;6.0;7.0;5.0;6.2;8.0;7.0;4.0;7.0;5.0;7.3;7.0;9.0;6.0
2016;103;9.0;8.0;9.0;7.0;6.0;8.0;9.0;4.0;4.0;8.0;7.0;4.5;5.0;4.0;8.0;8.0;5.5;5.0;6.0;5.8;5.0;6.0;8.0;7.0;3.6;6.7;7.0;6.0;7.0;6.0;6.0;7.0;5.0;7.2;9.0;8.0;5.0;8.0;6.0;7.3;7.0;8.0;7.0
2022;103;8.0;7.0;6.0;6.0;6.0;7.0;6.0;4.0;4.0;6.0;5.0;4.5;5.0;4.0;6.0;6.0;4.5;4.0;5.0;5.6;6.0;6.0;7.0;5.0;4.8;5.3;6.0;5.0;5.0;5.7;5.0;7.0;5.0;4.8;6.0;6.0;3.0;5.0;4.0;7.0;7.0;9.0;5.0
2010;104;9.0;7.0;9.0;6.0;5.0;7.0;7.0;6.0;6.0;6.0;8.0;5.0;5.0;5.0;6.0;6.0;4.5;4.0;5.0;5.5;6.0;6.0;8.0;3.0;4.3;6.3;7.0;5.0;7.0;5.3;5.0;6.0;5.0;6.4;7.0;7.0;7.0;6.0;5.0;8.0;7.0;9.0;8.0
2018;104;8.0;7.0;9.0;5.0;5.0;6.0;6.0;5.0;5.0;8.0;7.0;5.5;6.0;5.0;7.0;7.0;4.0;3.0;5.0;5.4;6.0;6.0;6.0;4.0;4.6;6.0;6.0;6.0;6.0;5.0;5.0;6.0;4.0;5.6;6.0;6.0;5.0;7.0;4.0;7.7;7.0;8.0;8.0
2012;104;9.0;7.0;9.0;5.0;4.0;7.0;7.0;6.0;6.0;8.0;9.0;5.0;5.0;5.0;7.0;7.0;4.5;4.0;5.0;5.9;6.0;6.0;7.0;6.0;4.5;6.0;6.0;5.0;7.0;5.0;5.0;6.0;4.0;6.4;7.0;7.0;7.0;6.0;5.0;8.0;7.0;9.0;8.0
2014;104;9.0;7.0;9.0;5.0;5.0;7.0;8.0;5.0;5.0;8.0;8.0;5.5;6.0;5.0;8.0;8.0;4.5;4.0;5.0;5.5;6.0;5.0;7.0;5.0;4.3;6.0;6.0;6.0;6.0;5.0;5.0;6.0;4.0;6.4;7.0;7.0;6.0;7.0;5.0;8.3;7.0;9.0;9.0
2020;104;8.0;6.0;8.0;5.0;5.0;7.0;6.0;5.0;5.0;8.0;7.0;5.5;6.0;5.0;8.0;8.0;4.0;3.0;5.0;5.3;6.0;5.0;6.0;4.0;4.8;6.0;6.0;6.0;6.0;5.0;5.0;6.0;4.0;5.4;6.0;5.0;6.0;7.0;3.0;7.7;7.0;8.0;8.0
2016;104;8.0;7.0;9.0;5.0;5.0;7.0;7.0;5.0;5.0;7.0;8.0;5.5;6.0;5.0;7.0;7.0;4.5;4.0;5.0;5.2;6.0;5.0;6.0;4.0;4.3;6.3;7.0;6.0;6.0;5.0;5.0;6.0;4.0;6.0;6.0;7.0;6.0;7.0;4.0;7.7;7.0;8.0;8.0
2022;104;8.0;6.0;8.0;5.0;5.0;7.0;6.0;5.0;5.0;8.0;7.0;5.5;6.0;5.0;7.0;7.0;4.0;3.0;5.0;5.1;6.0;5.0;5.0;4.0;4.8;6.0;6.0;6.0;6.0;4.3;5.0;5.0;3.0;5.2;6.0;5.0;6.0;6.0;3.0;7.7;7.0;8.0;8.0
2010;106;7.0;4.0;6.0;4.0;2.0;4.0;6.0;3.0;3.0;7.0;6.0;3.0;3.0;3.0;4.0;4.0;2.0;1.0;3.0;7.8;9.0;9.0;7.0;7.0;7.0;4.3;3.0;4.0;6.0;2.3;3.0;3.0;1.0;4.0;5.0;6.0;3.0;3.0;3.0;6.0;6.0;6.0;6.0
2018;106;6.0;4.0;5.0;4.0;3.0;3.0;3.0;3.0;3.0;7.0;6.0;3.0;4.0;2.0;4.0;4.0;2.5;2.0;3.0;7.7;9.0;10.0;5.0;6.0;7.4;4.0;3.0;4.0;5.0;3.3;3.0;4.0;3.0;5.0;5.0;5.0;5.0;4.0;6.0;6.3;7.0;5.0;7.0
2012;106;7.0;4.0;6.0;5.0;2.0;4.0;5.0;3.0;3.0;7.0;6.0;3.0;3.0;3.0;5.0;5.0;2.5;2.0;3.0;7.3;9.0;8.0;5.0;7.0;6.6;3.7;3.0;3.0;5.0;3.0;3.0;3.0;3.0;4.0;6.0;5.0;3.0;3.0;3.0;6.7;7.0;6.0;7.0
2014;106;7.0;4.0;5.0;3.0;2.0;4.0;4.0;3.0;3.0;7.0;6.0;3.0;3.0;3.0;5.0;5.0;2.5;2.0;3.0;7.5;9.0;9.0;5.0;7.0;7.1;4.3;3.0;5.0;5.0;3.0;3.0;3.0;3.0;4.0;6.0;5.0;2.0;4.0;3.0;5.7;6.0;4.0;7.0
2020;106;6.0;5.0;5.0;4.0;3.0;3.0;3.0;3.0;3.0;7.0;6.0;3.5;4.0;3.0;5.0;5.0;2.5;2.0;3.0;7.3;9.0;9.0;5.0;6.0;6.9;4.3;4.0;4.0;5.0;4.3;3.0;6.0;4.0;5.6;6.0;5.0;6.0;5.0;6.0;7.0;7.0;6.0;8.0
2016;106;7.0;3.0;5.0;4.0;2.0;3.0;3.0;3.0;3.0;7.0;6.0;2.5;3.0;2.0;3.0;3.0;2.5;2.0;3.0;7.8;10.0;10.0;4.0;7.0;7.6;4.0;3.0;4.0;5.0;3.3;3.0;4.0;3.0;4.6;5.0;4.0;4.0;4.0;6.0;6.0;6.0;4.0;8.0
2022;106;6.0;5.0;5.0;5.0;5.0;3.0;3.0;2.0;2.0;6.0;5.0;3.0;3.0;3.0;3.0;3.0;2.5;2.0;3.0;6.9;9.0;8.0;5.0;5.0;6.5;4.3;4.0;4.0;5.0;4.3;3.0;6.0;4.0;5.6;6.0;5.0;6.0;5.0;6.0;7.0;7.0;6.0;8.0
2010;111;10.0;9.0;9.0;9.0;4.0;8.0;9.0;6.0;6.0;8.0;8.0;5.5;5.0;6.0;6.0;6.0;5.5;5.0;6.0;3.4;3.0;3.0;5.0;4.0;3.1;6.0;6.0;7.0;5.0;4.3;4.0;5.0;4.0;7.5;9.0;9.0;6.0;6.0;;8.7;8.0;9.0;9.0
2018;111;9.0;9.0;8.0;9.0;5.0;8.0;9.0;5.0;5.0;9.0;7.0;5.5;5.0;6.0;6.0;6.0;5.0;5.0;5.0;3.8;4.0;4.0;5.0;3.0;3.0;6.7;7.0;7.0;6.0;4.7;5.0;5.0;4.0;7.5;8.0;9.0;7.0;6.0;;8.3;8.0;8.0;9.0
2012;111;9.0;9.0;8.0;9.0;5.0;8.0;9.0;6.0;6.0;8.0;7.0;5.5;5.0;6.0;5.0;5.0;5.0;5.0;5.0;3.3;4.0;3.0;5.0;3.0;2.9;6.3;6.0;7.0;6.0;4.3;4.0;5.0;4.0;7.8;9.0;9.0;7.0;6.0;;8.3;8.0;8.0;9.0
2014;111;9.0;9.0;8.0;9.0;5.0;8.0;9.0;5.0;5.0;8.0;6.0;5.5;5.0;6.0;4.0;4.0;5.0;5.0;5.0;3.0;4.0;3.0;5.0;1.0;3.0;6.3;6.0;7.0;6.0;4.3;4.0;5.0;4.0;7.8;9.0;9.0;7.0;6.0;;8.3;8.0;8.0;9.0
2020;111;9.0;9.0;8.0;9.0;5.0;8.0;9.0;5.0;5.0;9.0;7.0;5.5;5.0;6.0;6.0;6.0;5.0;5.0;5.0;3.8;4.0;4.0;5.0;3.0;3.0;6.7;7.0;7.0;6.0;4.7;5.0;5.0;4.0;7.5;8.0;9.0;7.0;6.0;;8.3;8.0;8.0;9.0
2016;111;9.0;9.0;8.0;9.0;5.0;8.0;9.0;5.0;5.0;8.0;7.0;5.5;5.0;6.0;5.0;5.0;5.0;5.0;5.0;3.8;4.0;4.0;5.0;3.0;3.0;6.7;7.0;7.0;6.0;5.0;5.0;6.0;4.0;7.8;9.0;9.0;7.0;6.0;;8.3;8.0;8.0;9.0
2022;111;9.0;9.0;8.0;9.0;5.0;8.0;9.0;5.0;5.0;9.0;7.0;5.5;5.0;6.0;5.0;5.0;5.0;5.0;5.0;3.8;4.0;4.0;5.0;3.0;3.0;6.7;7.0;7.0;6.0;4.7;5.0;5.0;4.0;7.5;8.0;9.0;7.0;6.0;;8.0;8.0;8.0;8.0
2010;114;4.0;2.0;3.0;4.0;4.0;2.0;2.0;4.0;4.0;9.0;8.0;5.0;5.0;5.0;7.0;7.0;4.5;4.0;5.0;5.1;6.0;5.0;6.0;2.0;5.5;4.0;4.0;4.0;4.0;5.3;6.0;5.0;5.0;3.6;5.0;3.0;4.0;3.0;3.0;7.0;6.0;6.0;9.0
2018;114;5.0;2.0;3.0;5.0;5.0;2.0;3.0;4.0;4.0;9.0;6.0;5.0;5.0;5.0;6.0;6.0;5.5;5.0;6.0;5.1;7.0;5.0;5.0;2.0;5.5;4.3;4.0;5.0;4.0;5.3;6.0;5.0;5.0;4.4;6.0;4.0;5.0;4.0;3.0;7.7;7.0;8.0;8.0
2012;114;4.0;2.0;3.0;4.0;4.0;2.0;2.0;4.0;4.0;9.0;8.0;5.0;5.0;5.0;6.0;6.0;4.5;4.0;5.0;5.3;6.0;5.0;6.0;3.0;5.8;4.0;4.0;4.0;4.0;5.3;6.0;5.0;5.0;3.8;5.0;4.0;4.0;3.0;3.0;6.7;6.0;6.0;8.0
2014;114;5.0;2.0;3.0;5.0;4.0;2.0;2.0;4.0;4.0;9.0;7.0;5.0;5.0;5.0;6.0;6.0;5.0;4.0;6.0;5.3;7.0;5.0;6.0;2.0;5.8;4.0;4.0;4.0;4.0;5.7;7.0;5.0;5.0;4.0;6.0;4.0;4.0;3.0;3.0;7.0;7.0;6.0;8.0
2020;114;5.0;2.0;3.0;5.0;4.0;2.0;3.0;4.0;4.0;9.0;5.0;5.5;6.0;5.0;5.0;5.0;5.5;5.0;6.0;5.1;7.0;5.0;5.0;2.0;5.6;4.3;4.0;5.0;4.0;5.0;5.0;5.0;5.0;4.4;6.0;4.0;5.0;4.0;3.0;8.0;8.0;8.0;8.0
2016;114;4.0;2.0;3.0;5.0;5.0;2.0;2.0;4.0;4.0;9.0;7.0;5.0;5.0;5.0;6.0;6.0;5.5;5.0;6.0;5.3;7.0;5.0;5.0;3.0;5.6;4.0;4.0;4.0;4.0;5.7;7.0;5.0;5.0;4.2;6.0;4.0;4.0;4.0;3.0;7.3;7.0;7.0;8.0
2022;114;4.0;2.0;3.0;5.0;4.0;2.0;3.0;4.0;4.0;8.0;4.0;5.5;6.0;5.0;5.0;5.0;5.0;5.0;5.0;5.4;7.0;5.0;5.0;3.0;5.5;4.7;4.0;6.0;4.0;5.0;5.0;6.0;4.0;4.2;6.0;3.0;5.0;4.0;3.0;7.7;7.0;8.0;8.0
2010;115;3.0;2.0;3.0;4.0;4.0;2.0;2.0;5.0;5.0;7.0;8.0;6.0;6.0;6.0;7.0;7.0;5.5;6.0;5.0;4.3;5.0;3.0;5.0;1.0;4.9;4.7;5.0;5.0;4.0;5.3;5.0;7.0;4.0;4.6;6.0;4.0;6.0;3.0;4.0;7.0;6.0;7.0;8.0
2018;115;2.0;2.0;2.0;4.0;3.0;2.0;2.0;5.0;5.0;6.0;7.0;5.5;5.0;6.0;5.0;5.0;5.0;4.0;6.0;4.0;5.0;4.0;2.0;1.0;5.3;5.0;5.0;5.0;5.0;4.7;5.0;6.0;3.0;4.0;6.0;2.0;6.0;2.0;4.0;6.7;5.0;7.0;8.0
2012;115;3.0;2.0;2.0;4.0;3.0;2.0;2.0;5.0;5.0;7.0;8.0;6.0;6.0;6.0;7.0;7.0;5.5;5.0;6.0;4.0;5.0;2.0;4.0;1.0;5.1;5.0;5.0;5.0;5.0;5.3;5.0;7.0;4.0;4.4;6.0;3.0;6.0;3.0;4.0;7.0;6.0;7.0;8.0
2014;115;3.0;2.0;2.0;4.0;3.0;2.0;2.0;5.0;5.0;7.0;8.0;6.0;6.0;6.0;7.0;7.0;5.5;5.0;6.0;4.0;5.0;3.0;3.0;1.0;5.3;5.0;5.0;5.0;5.0;5.3;5.0;7.0;4.0;4.2;6.0;3.0;6.0;2.0;4.0;7.0;6.0;7.0;8.0
2020;115;2.0;2.0;2.0;4.0;4.0;2.0;2.0;6.0;6.0;6.0;7.0;6.0;6.0;6.0;6.0;6.0;5.5;5.0;6.0;4.2;5.0;4.0;3.0;1.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;6.0;4.0;4.2;6.0;2.0;6.0;3.0;4.0;6.7;5.0;7.0;8.0
2016;115;2.0;2.0;2.0;3.0;3.0;2.0;2.0;5.0;5.0;6.0;7.0;6.0;6.0;6.0;7.0;7.0;5.0;4.0;6.0;4.0;5.0;3.0;2.0;1.0;5.3;5.0;5.0;5.0;5.0;4.3;5.0;6.0;2.0;4.0;6.0;2.0;6.0;2.0;4.0;6.3;5.0;6.0;8.0
2022;115;2.0;2.0;2.0;4.0;4.0;2.0;2.0;6.0;6.0;6.0;7.0;6.0;6.0;6.0;6.0;6.0;5.5;5.0;6.0;4.4;5.0;5.0;3.0;1.0;5.1;5.0;5.0;5.0;5.0;5.0;5.0;6.0;4.0;4.2;6.0;2.0;6.0;3.0;4.0;6.7;5.0;7.0;8.0
2010;116;6.0;6.0;5.0;4.0;3.0;6.0;6.0;2.0;2.0;6.0;6.0;3.0;3.0;3.0;4.0;4.0;4.5;4.0;5.0;6.4;7.0;7.0;9.0;6.0;5.1;4.3;4.0;5.0;4.0;3.0;3.0;3.0;3.0;4.8;6.0;6.0;4.0;5.0;3.0;6.3;6.0;5.0;8.0
2018;116;8.0;6.0;6.0;6.0;4.0;6.0;7.0;3.0;3.0;8.0;6.0;4.5;4.0;5.0;6.0;6.0;4.5;4.0;5.0;6.1;7.0;7.0;8.0;6.0;4.9;6.0;6.0;6.0;6.0;3.7;4.0;4.0;3.0;5.2;7.0;5.0;5.0;5.0;4.0;6.7;7.0;6.0;7.0
2012;116;6.0;6.0;6.0;5.0;4.0;6.0;7.0;2.0;2.0;8.0;6.0;3.0;3.0;3.0;6.0;6.0;4.5;4.0;5.0;6.1;7.0;6.0;9.0;6.0;4.8;5.3;5.0;6.0;5.0;3.3;3.0;3.0;4.0;5.4;6.0;6.0;5.0;5.0;5.0;5.7;6.0;4.0;7.0
2014;116;7.0;7.0;7.0;6.0;4.0;6.0;7.0;2.0;2.0;8.0;6.0;4.0;3.0;5.0;6.0;6.0;4.5;4.0;5.0;5.6;7.0;5.0;8.0;5.0;4.6;5.7;5.0;6.0;6.0;3.7;4.0;4.0;3.0;5.6;7.0;5.0;5.0;5.0;6.0;6.7;7.0;5.0;8.0
2020;116;5.0;3.0;6.0;7.0;4.0;3.0;3.0;3.0;3.0;7.0;6.0;5.0;5.0;5.0;7.0;7.0;4.5;4.0;5.0;5.9;7.0;6.0;8.0;5.0;5.1;5.0;5.0;5.0;5.0;4.3;5.0;4.0;4.0;5.0;7.0;5.0;5.0;4.0;4.0;6.7;7.0;6.0;7.0
2016;116;8.0;6.0;6.0;6.0;4.0;6.0;7.0;3.0;3.0;8.0;6.0;4.5;4.0;5.0;6.0;6.0;4.5;4.0;5.0;6.1;7.0;7.0;8.0;6.0;4.9;6.0;6.0;6.0;6.0;4.0;4.0;5.0;3.0;5.2;7.0;5.0;5.0;5.0;4.0;6.7;7.0;5.0;8.0
2022;116;5.0;3.0;6.0;7.0;4.0;3.0;3.0;3.0;3.0;7.0;7.0;5.5;5.0;6.0;7.0;7.0;4.5;4.0;5.0;5.9;7.0;5.0;8.0;6.0;5.1;5.7;6.0;6.0;5.0;4.3;5.0;4.0;4.0;5.0;7.0;5.0;5.0;4.0;4.0;6.3;6.0;7.0;6.0
2010;120;4.0;2.0;4.0;4.0;5.0;2.0;2.0;8.0;8.0;8.0;8.0;6.5;8.0;5.0;9.0;9.0;4.5;3.0;6.0;3.6;2.0;4.0;1.0;2.0;4.5;4.3;5.0;3.0;5.0;4.3;6.0;4.0;3.0;4.8;7.0;3.0;5.0;4.0;;6.7;5.0;6.0;9.0
2018;120;4.0;3.0;4.0;5.0;4.0;3.0;3.0;7.0;7.0;8.0;8.0;6.5;7.0;6.0;7.0;7.0;5.0;4.0;6.0;4.0;3.0;5.0;1.0;4.0;5.1;4.3;5.0;4.0;4.0;4.3;5.0;4.0;4.0;4.5;5.0;4.0;5.0;4.0;;7.0;6.0;6.0;9.0
2012;120;4.0;2.0;5.0;4.0;5.0;3.0;3.0;8.0;8.0;8.0;8.0;7.0;8.0;6.0;8.0;8.0;4.5;3.0;6.0;4.2;3.0;4.0;1.0;5.0;4.4;4.3;5.0;3.0;5.0;4.3;6.0;4.0;3.0;4.8;7.0;3.0;5.0;4.0;;6.7;5.0;6.0;9.0
2014;120;4.0;2.0;5.0;4.0;5.0;2.0;2.0;8.0;8.0;8.0;8.0;6.5;7.0;6.0;9.0;9.0;4.5;3.0;6.0;3.9;3.0;4.0;1.0;5.0;4.5;4.3;5.0;3.0;5.0;4.0;5.0;4.0;3.0;4.5;6.0;3.0;4.0;5.0;;7.0;6.0;6.0;9.0
2020;120;4.0;3.0;4.0;5.0;5.0;3.0;3.0;7.0;7.0;8.0;9.0;6.5;7.0;6.0;9.0;9.0;5.0;4.0;6.0;3.8;3.0;4.0;1.0;4.0;4.6;4.7;5.0;4.0;5.0;4.7;5.0;4.0;5.0;5.0;5.0;4.0;5.0;4.0;7.0;6.7;6.0;6.0;8.0
2016;120;3.0;2.0;4.0;4.0;5.0;3.0;2.0;8.0;8.0;8.0;8.0;6.5;7.0;6.0;9.0;9.0;5.0;4.0;6.0;3.8;3.0;4.0;1.0;4.0;4.9;4.3;5.0;3.0;5.0;4.7;5.0;4.0;5.0;4.3;5.0;3.0;5.0;4.0;;6.7;5.0;6.0;9.0
2022;120;4.0;3.0;4.0;5.0;5.0;3.0;3.0;7.0;7.0;8.0;9.0;6.0;7.0;5.0;8.0;8.0;5.0;4.0;6.0;3.8;3.0;4.0;1.0;4.0;4.8;5.0;5.0;4.0;6.0;5.0;5.0;4.0;6.0;5.2;5.0;4.0;5.0;5.0;7.0;7.3;6.0;8.0;8.0
2010;121;4.0;2.0;3.0;4.0;3.0;2.0;2.0;4.0;4.0;7.0;7.0;5.0;5.0;5.0;6.0;6.0;4.0;4.0;4.0;5.3;7.0;4.0;9.0;1.0;4.9;4.0;4.0;4.0;4.0;3.7;4.0;5.0;2.0;4.6;6.0;4.0;4.0;5.0;4.0;6.3;6.0;6.0;7.0
2018;121;7.0;6.0;6.0;4.0;5.0;5.0;7.0;4.0;4.0;8.0;7.0;5.0;5.0;5.0;6.0;6.0;3.5;3.0;4.0;5.4;7.0;5.0;8.0;2.0;4.4;5.0;5.0;4.0;6.0;4.3;4.0;5.0;4.0;5.4;7.0;6.0;6.0;5.0;3.0;6.3;6.0;6.0;7.0
2012;121;6.0;4.0;5.0;3.0;3.0;4.0;6.0;4.0;4.0;7.0;7.0;5.0;5.0;5.0;4.0;4.0;4.0;4.0;4.0;6.0;7.0;6.0;9.0;3.0;5.3;4.7;5.0;4.0;5.0;4.0;4.0;5.0;3.0;5.6;7.0;5.0;5.0;7.0;4.0;7.0;7.0;6.0;8.0
2014;121;6.0;5.0;6.0;3.0;3.0;4.0;7.0;4.0;4.0;7.0;8.0;5.0;5.0;5.0;5.0;5.0;3.5;3.0;4.0;5.8;7.0;6.0;9.0;2.0;5.0;4.3;4.0;4.0;5.0;4.0;4.0;5.0;3.0;5.6;7.0;5.0;5.0;7.0;4.0;6.7;7.0;6.0;7.0
2020;121;6.0;6.0;5.0;4.0;5.0;5.0;7.0;4.0;4.0;8.0;7.0;5.0;5.0;5.0;6.0;6.0;3.5;3.0;4.0;5.2;7.0;4.0;8.0;2.0;4.4;4.3;4.0;4.0;5.0;4.3;4.0;5.0;4.0;5.4;7.0;6.0;5.0;6.0;3.0;6.3;6.0;6.0;7.0
2016;121;6.0;5.0;6.0;4.0;4.0;5.0;7.0;4.0;4.0;7.0;7.0;5.0;5.0;5.0;6.0;6.0;3.5;3.0;4.0;5.6;7.0;6.0;8.0;3.0;4.8;5.0;5.0;4.0;6.0;4.3;4.0;5.0;4.0;5.2;7.0;5.0;4.0;6.0;4.0;6.7;7.0;7.0;6.0
2022;121;6.0;6.0;5.0;3.0;4.0;4.0;6.0;4.0;4.0;8.0;7.0;4.5;4.0;5.0;5.0;5.0;4.0;3.0;5.0;5.3;7.0;5.0;8.0;2.0;5.0;4.3;4.0;4.0;5.0;4.0;4.0;5.0;3.0;5.4;7.0;6.0;5.0;6.0;3.0;6.0;5.0;6.0;7.0
2010;123;9.0;10.0;10.0;8.0;7.0;9.0;10.0;8.0;8.0;8.0;8.0;7.5;7.0;8.0;7.0;7.0;8.0;8.0;8.0;2.3;2.0;3.0;2.0;1.0;2.0;8.3;9.0;8.0;8.0;6.7;7.0;7.0;6.0;8.0;10.0;9.0;7.0;6.0;8.0;9.3;9.0;9.0;10.0
2018;123;9.0;9.0;9.0;8.0;7.0;10.0;10.0;7.0;7.0;10.0;9.0;8.0;8.0;8.0;8.0;8.0;8.5;9.0;8.0;2.4;2.0;4.0;1.0;1.0;2.1;8.7;9.0;9.0;8.0;7.0;7.0;7.0;7.0;8.4;10.0;9.0;8.0;7.0;8.0;9.7;9.0;10.0;10.0
2012;123;9.0;10.0;10.0;8.0;7.0;9.0;10.0;7.0;7.0;8.0;7.0;7.5;7.0;8.0;6.0;6.0;8.0;8.0;8.0;2.2;2.0;3.0;1.0;1.0;2.0;8.7;9.0;9.0;8.0;6.7;7.0;7.0;6.0;8.0;10.0;9.0;7.0;6.0;8.0;9.7;9.0;10.0;10.0
2014;123;9.0;10.0;9.0;8.0;7.0;9.0;10.0;7.0;7.0;9.0;8.0;7.5;7.0;8.0;7.0;7.0;8.0;8.0;8.0;2.4;2.0;4.0;1.0;1.0;2.1;8.7;9.0;9.0;8.0;6.7;7.0;7.0;6.0;8.2;10.0;9.0;8.0;6.0;8.0;9.3;9.0;9.0;10.0
2020;123;9.0;10.0;9.0;8.0;7.0;10.0;10.0;7.0;7.0;10.0;9.0;8.0;8.0;8.0;8.0;8.0;8.5;9.0;8.0;2.4;2.0;4.0;1.0;1.0;2.1;8.7;9.0;9.0;8.0;7.0;7.0;7.0;7.0;8.4;10.0;9.0;8.0;7.0;8.0;9.7;9.0;10.0;10.0
