year;country_id;ranking_status_index;status_index;ranking_democracy_status;democracy_status;stateness;monopoly_on_the_use_of_force;state_identity;no_interference_of_religious_dogmas;basic_administration;political_participation;association_/_assembly_rights;freedom_of_expression;rule_of_law;civil_rights;stability_of_democratic_institutions;political_and_social_integration;party_system;interest_groups;approval_of_democracy;social_capital;ranking_economy_status;economy_status;organization_of_the_market_and_competition;market_organization;competition_policy;liberalization_of_foreign_trade;banking_system;monetary_and_fiscal_stability;private_property;property_rights;private_enterprise;ranking_governance_index;governance_index;civil_society_traditions;governance_performance;democracy_status_08;democracy_status_10;trend_democracy;economy_status_08;economy_status_10;trend_economy;governance_index_08;governance_index_10;trend_governance;state_failure;total;democracy/autocracy;status_index_score;status_index_category;status_index_status;democracy_status_score;democracy_status_category;democracy_status_status;economy_status_score;economy_status_category;economy_status_status;governance_index_score;governance_index_category;governance_index_status;level_of_difficulty_score;level_of_difficulty_category;level_of_difficulty_status;governance_performance_score;governance_performance_category;governance_performance_status
2016;15;95.0;4.44;105.0;3.48;7.0;5.0;8.0;8.0;7.0;2.8;3.0;3.0;3.0;3.0;2.0;2.7;2.0;3.0;;3.0;72.0;5.39;4.3;4.0;3.0;4.0;6.0;7.0;5.0;4.0;6.0;103.0;3.76;8.0;4.22;3.92;3.48;-0.43;5.5;5.39;-0.11;3.96;3.76;-0.2;6.0;6.0;Aut.;4.44;4.0;Very limited;3.48;5.0;Hard-line autocracy;5.39;3.0;Limited;3.76;4.0;Weak;5.2;3.0;Moderate;4.22;4.0;Flawed
2022;15;95.0;4.47;108.0;3.58;8.0;8.0;8.0;9.0;7.0;2.3;3.0;2.0;3.0;3.0;2.0;2.7;2.0;3.0;;3.0;73.0;5.36;4.5;4.0;4.0;4.0;6.0;7.0;4.5;4.0;5.0;97.0;3.98;8.0;4.48;3.43;3.58;0.15;5.25;5.36;0.11;4.0;3.98;-0.02;7.5;6.0;Aut.;4.47;4.0;Very limited;3.58;5.0;Hard-line autocracies;5.36;3.0;Limited;3.98;4.0;Weak;4.9;3.0;Moderate;4.48;4.0;Flawed
2010;17;51.0;6.05;83.0;4.42;7.8;8.0;7.0;7.0;9.0;2.5;3.0;3.0;4.5;6.0;2.0;5.3;4.0;6.0;;6.0;20.0;7.68;7.8;8.0;6.0;8.0;9.0;9.5;7.5;8.0;7.0;86.0;4.36;5.0;5.1;4.63;4.42;-0.22;7.39;7.68;0.29;4.66;4.36;-0.3;8.5;4.0;Aut.;6.05;3.0;Limited;4.42;4.0;Moderate autocracy;7.68;2.0;Advanced;4.36;3.0;Moderate;3.5;4.0;Minor;5.1;3.0;Fair
2018;17;89.0;4.62;112.0;3.23;6.3;6.0;5.0;6.0;8.0;1.5;1.0;2.0;2.8;3.0;2.0;3.7;2.0;6.0;;3.0;51.0;6.0;7.0;7.0;4.0;8.0;9.0;6.5;7.5;8.0;7.0;105.0;3.52;5.0;4.03;3.48;3.23;-0.25;6.43;6.0;-0.43;3.86;3.52;-0.34;7.0;6.0;Aut.;4.62;4.0;Very limited;3.23;5.0;Hard-line autocracy;6.0;3.0;Limited;3.52;4.0;Weak;4.3;4.0;Minor;4.03;4.0;Flawed
2012;17;56.0;5.89;87.0;4.35;7.8;8.0;7.0;7.0;9.0;2.5;3.0;3.0;4.5;6.0;2.0;5.0;4.0;6.0;;5.0;21.0;7.43;8.0;8.0;6.0;8.0;10.0;9.5;7.5;8.0;7.0;91.0;4.18;5.0;4.87;4.42;4.35;-0.07;7.68;7.43;-0.25;4.36;4.18;-0.18;8.5;4.0;Aut.;5.89;3.0;Limited;4.35;4.0;Moderate autocracy;7.43;2.0;Advanced;4.18;4.0;Weak;3.6;4.0;Minor;4.87;4.0;Flawed
2014;17;75.0;5.34;106.0;3.65;6.8;7.0;6.0;6.0;8.0;2.5;3.0;3.0;4.0;4.0;1.0;4.0;3.0;6.0;;3.0;30.0;7.04;7.8;8.0;5.0;8.0;10.0;8.0;7.5;8.0;7.0;102.0;3.94;5.0;4.52;4.35;3.65;-0.7;7.43;7.04;-0.39;4.18;3.94;-0.24;7.5;4.0;Aut.;5.34;4.0;Very limited;3.65;5.0;Hard-line autocracy;7.04;2.0;Advanced;3.94;4.0;Weak;4.3;4.0;Minor;4.52;4.0;Flawed
2020;17;96.0;4.63;121.0;3.0;6.3;6.0;5.0;6.0;8.0;1.5;1.0;2.0;2.8;3.0;1.5;3.0;1.0;5.0;;3.0;44.0;6.25;7.3;7.0;5.0;8.0;9.0;6.5;7.5;8.0;7.0;118.0;3.24;5.0;3.73;3.23;3.0;-0.23;6.0;6.25;0.25;3.52;3.24;-0.28;7.0;6.0;Aut.;4.63;4.0;Very limited;3.0;5.0;Hard-line autocracies;6.25;3.0;Limited;3.24;4.0;Weak;4.1;4.0;Minor;3.73;4.0;Flawed
2016;17;83.0;4.96;105.0;3.48;6.5;6.0;6.0;6.0;8.0;1.8;2.0;2.0;3.5;4.0;2.0;3.7;2.0;6.0;;3.0;39.0;6.43;7.5;8.0;5.0;8.0;9.0;7.0;7.0;8.0;6.0;100.0;3.86;6.0;4.43;3.65;3.48;-0.17;7.04;6.43;-0.61;3.94;3.86;-0.08;7.0;5.0;Aut.;4.96;4.0;Very limited;3.48;5.0;Hard-line autocracy;6.43;3.0;Limited;3.86;4.0;Weak;4.2;4.0;Minor;4.43;4.0;Flawed
2022;17;92.0;4.5;122.0;3.07;6.5;7.0;5.0;6.0;8.0;1.3;1.0;1.0;2.8;3.0;1.5;3.3;2.0;5.0;;3.0;50.0;5.93;7.0;7.0;5.0;8.0;8.0;5.5;7.5;8.0;7.0;109.0;3.73;6.0;4.28;3.0;3.07;0.07;6.25;5.93;-0.32;3.24;3.73;0.49;7.5;6.0;Aut.;4.5;4.0;Very limited;3.07;5.0;Hard-line autocracies;5.93;3.0;Limited;3.73;4.0;Weak;4.2;4.0;Minor;4.28;4.0;Flawed
2010;18;62.0;5.74;57.0;6.05;7.0;6.0;9.0;7.0;6.0;6.8;7.0;7.0;5.0;5.0;5.5;6.0;6.0;5.0;7.0;6.0;68.0;5.43;6.0;5.0;6.0;7.0;6.0;6.5;6.5;6.0;7.0;69.0;4.87;6.0;5.22;5.95;6.05;0.1;5.11;5.43;0.32;4.14;4.87;0.73;6.0;0.0;Dem.;5.74;3.0;Limited;6.05;2.0;Defective democracy;5.43;3.0;Limited;4.87;3.0;Moderate;7.0;2.0;Substantial;5.22;3.0;Fair
2018;18;79.0;5.11;80.0;4.62;6.8;6.0;9.0;6.0;6.0;4.3;5.0;4.0;3.8;4.0;3.0;5.3;6.0;5.0;;5.0;64.0;5.61;5.8;5.0;6.0;7.0;5.0;6.5;6.5;5.0;8.0;84.0;4.27;6.0;4.6;5.35;4.62;-0.73;5.43;5.61;0.18;4.38;4.27;-0.11;6.0;2.0;Aut.;5.11;4.0;Very limited;4.62;4.0;Moderate autocracy;5.61;3.0;Limited;4.27;4.0;Weak;6.8;2.0;Substantial;4.6;4.0;Flawed
2012;18;59.0;5.82;55.0;6.25;7.0;6.0;9.0;7.0;6.0;7.5;8.0;7.0;5.0;5.0;5.5;6.3;6.0;5.0;8.0;6.0;70.0;5.39;5.8;5.0;6.0;7.0;5.0;7.0;6.5;6.0;7.0;78.0;4.57;6.0;4.9;6.05;6.25;0.2;5.43;5.39;-0.04;4.87;4.57;-0.3;6.0;0.0;Dem.;5.82;3.0;Limited;6.25;2.0;Defective democracy;5.39;3.0;Limited;4.57;3.0;Moderate;7.0;2.0;Substantial;4.9;4.0;Flawed
2014;18;64.0;5.69;62.0;5.95;7.0;6.0;9.0;7.0;6.0;6.8;7.0;6.0;4.3;4.0;5.5;6.3;6.0;5.0;8.0;6.0;70.0;5.43;5.5;4.0;6.0;7.0;5.0;6.0;6.5;6.0;7.0;85.0;4.38;6.0;4.68;6.25;5.95;-0.3;5.39;5.43;0.04;4.57;4.38;-0.2;6.0;0.0;Dem.;5.69;3.0;Limited;5.95;3.0;Highly defective democracy;5.43;3.0;Limited;4.38;3.0;Moderate;7.1;2.0;Substantial;4.68;4.0;Flawed
2020;18;80.0;5.05;87.0;4.42;7.0;7.0;9.0;6.0;6.0;3.3;4.0;3.0;3.5;4.0;3.0;5.3;6.0;5.0;;5.0;64.0;5.68;5.8;5.0;6.0;7.0;5.0;6.5;6.5;5.0;8.0;83.0;4.5;6.0;4.87;4.62;4.42;-0.2;5.61;5.68;0.07;4.27;4.5;0.23;6.5;4.0;Aut.;5.05;4.0;Very limited;4.42;4.0;Moderate autocracies;5.68;3.0;Limited;4.5;3.0;Moderate;6.6;2.0;Substantial;4.87;4.0;Flawed
2016;18;70.0;5.39;73.0;5.35;6.8;6.0;9.0;7.0;5.0;5.3;5.0;4.0;4.3;4.0;4.5;6.0;6.0;5.0;7.0;6.0;70.0;5.43;5.5;4.0;6.0;7.0;5.0;6.0;6.5;6.0;7.0;82.0;4.38;6.0;4.67;5.95;5.35;-0.6;5.43;5.43;0.0;4.38;4.38;0.0;5.5;0.0;Dem.;5.39;4.0;Very limited;5.35;3.0;Highly defective democracy;5.43;3.0;Limited;4.38;3.0;Moderate;7.3;2.0;Substantial;4.67;4.0;Flawed
2022;18;84.0;4.82;86.0;4.25;7.0;8.0;9.0;5.0;6.0;3.0;3.0;3.0;3.3;3.0;3.0;5.0;5.0;5.0;;5.0;72.0;5.39;5.8;5.0;6.0;7.0;5.0;6.5;6.5;5.0;8.0;78.0;4.57;6.0;4.93;4.42;4.25;-0.17;5.68;5.39;-0.29;4.5;4.57;0.06;7.0;6.0;Aut.;4.82;4.0;Very limited;4.25;4.0;Moderate autocracies;5.39;3.0;Limited;4.57;3.0;Moderate;6.6;2.0;Substantial;4.93;4.0;Flawed
2010;20;96.0;4.52;94.0;4.08;9.0;10.0;9.0;9.0;8.0;2.8;4.0;3.0;3.0;2.0;2.0;3.7;3.0;4.0;;4.0;83.0;4.96;4.3;4.0;6.0;5.0;2.0;4.5;2.0;2.0;2.0;109.0;3.29;7.0;3.75;3.93;4.08;0.15;5.0;4.96;-0.04;2.9;3.29;0.39;9.0;5.0;Aut.;4.52;4.0;Very limited;4.08;4.0;Moderate autocracy;4.96;4.0;Very limited;3.29;4.0;Weak;4.5;3.0;Moderate;3.75;4.0;Flawed
2018;20;86.0;4.72;85.0;4.33;8.5;10.0;8.0;9.0;7.0;3.0;3.0;3.0;4.0;4.0;2.5;3.7;3.0;4.0;;4.0;77.0;5.11;4.8;4.0;6.0;6.0;3.0;5.0;3.5;4.0;3.0;105.0;3.52;7.0;4.05;3.93;4.33;0.4;4.61;5.11;0.5;3.02;3.52;0.5;8.5;5.0;Aut.;4.72;4.0;Very limited;4.33;4.0;Moderate autocracy;5.11;3.0;Limited;3.52;4.0;Weak;4.1;4.0;Minor;4.05;4.0;Flawed
2012;20;101.0;4.36;96.0;3.93;8.5;10.0;8.0;9.0;7.0;2.5;3.0;3.0;3.0;2.0;2.0;3.7;3.0;4.0;;4.0;87.0;4.79;4.5;4.0;6.0;6.0;2.0;3.5;2.5;3.0;2.0;116.0;2.81;7.0;3.18;4.08;3.93;-0.15;4.96;4.79;-0.18;3.29;2.81;-0.48;8.5;6.0;Aut.;4.36;4.0;Very limited;3.93;5.0;Hard-line autocracy;4.79;4.0;Very limited;2.81;5.0;Failed;4.7;3.0;Moderate;3.18;4.0;Flawed
2014;20;101.0;4.31;99.0;3.93;8.5;10.0;8.0;9.0;7.0;2.5;3.0;3.0;3.0;2.0;2.0;3.7;3.0;4.0;;4.0;90.0;4.68;4.3;4.0;5.0;6.0;2.0;3.0;2.5;3.0;2.0;119.0;2.8;7.0;3.18;3.93;3.93;0.0;4.79;4.68;-0.11;2.81;2.8;-0.01;8.5;6.0;Aut.;4.31;4.0;Very limited;3.93;5.0;Hard-line autocracy;4.68;4.0;Very limited;2.8;5.0;Failed;4.5;3.0;Moderate;3.18;4.0;Flawed
2020;20;88.0;4.89;88.0;4.38;8.8;10.0;8.0;9.0;8.0;3.0;3.0;3.0;4.0;4.0;2.5;3.7;3.0;4.0;;4.0;74.0;5.39;4.8;4.0;6.0;6.0;3.0;5.5;4.0;4.0;4.0;105.0;3.71;7.0;4.23;4.33;4.38;0.05;5.11;5.39;0.29;3.52;3.71;0.19;9.0;5.0;Aut.;4.89;4.0;Very limited;4.38;4.0;Moderate autocracies;5.39;3.0;Limited;3.71;4.0;Weak;4.4;4.0;Minor;4.23;4.0;Flawed
2016;20;99.0;4.27;91.0;3.93;8.5;10.0;8.0;9.0;7.0;2.5;3.0;3.0;3.0;3.0;2.0;3.7;3.0;4.0;;4.0;90.0;4.61;4.3;4.0;5.0;6.0;2.0;3.0;2.5;3.0;2.0;115.0;3.02;7.0;3.45;3.93;3.93;0.0;4.68;4.61;-0.07;2.8;3.02;0.22;8.5;6.0;Aut.;4.27;4.0;Very limited;3.93;5.0;Hard-line autocracy;4.61;4.0;Very limited;3.02;4.0;Weak;4.4;4.0;Minor;3.45;4.0;Flawed
2022;20;90.0;4.61;94.0;3.97;8.5;10.0;8.0;9.0;7.0;2.3;3.0;2.0;2.8;2.0;2.0;4.3;3.0;4.0;;6.0;75.0;5.25;4.8;4.0;6.0;6.0;3.0;4.5;3.5;3.0;4.0;123.0;2.78;7.0;3.13;4.38;3.97;-0.42;5.39;5.25;-0.14;3.71;2.78;-0.93;8.5;6.0;Aut.;4.61;4.0;Very limited;3.97;5.0;Hard-line autocracies;5.25;3.0;Limited;2.78;5.0;Failed;4.9;3.0;Moderate;3.13;4.0;Flawed
2010;23;44.0;6.31;29.0;7.7;8.0;8.0;9.0;9.0;6.0;8.8;10.0;7.0;6.8;8.0;8.5;6.5;4.0;7.0;9.0;6.0;84.0;4.93;6.0;5.0;5.0;8.0;6.0;7.0;5.0;5.0;5.0;22.0;6.42;4.0;7.0;7.9;7.7;-0.2;4.79;4.93;0.14;6.2;6.42;0.22;7.0;0.0;Dem.;6.31;3.0;Limited;7.7;2.0;Defective democracy;4.93;4.0;Very limited;6.42;2.0;Good;6.3;3.0;Moderate;7.0;2.0;Sound
2018;23;41.0;6.43;21.0;7.85;8.3;9.0;9.0;9.0;6.0;8.8;9.0;8.0;6.5;8.0;9.0;6.8;4.0;8.0;9.0;6.0;79.0;5.0;5.5;4.0;5.0;7.0;6.0;7.5;6.0;6.0;6.0;35.0;5.86;3.0;6.52;7.55;7.85;0.3;5.0;5.0;0.0;5.42;5.86;0.44;7.5;0.0;Dem.;6.43;3.0;Limited;7.85;2.0;Defective democracy;5.0;3.0;Limited;5.86;2.0;Good;5.4;3.0;Moderate;6.52;2.0;Sound
2012;23;38.0;6.44;25.0;7.7;8.3;9.0;9.0;9.0;6.0;9.0;10.0;8.0;6.3;8.0;8.0;7.0;5.0;8.0;9.0;6.0;75.0;5.18;6.3;5.0;5.0;8.0;7.0;7.5;5.5;5.0;6.0;29.0;6.07;3.0;6.67;7.7;7.7;0.0;4.93;5.18;0.25;6.42;6.07;-0.35;7.5;0.0;Dem.;6.44;3.0;Limited;7.7;2.0;Defective democracy;5.18;3.0;Limited;6.07;2.0;Good;6.0;3.0;Moderate;6.67;2.0;Sound
2014;23;42.0;6.36;26.0;7.55;8.5;9.0;9.0;10.0;6.0;8.3;9.0;7.0;6.5;8.0;7.5;7.0;5.0;8.0;9.0;6.0;75.0;5.18;5.8;4.0;5.0;7.0;7.0;7.0;5.5;5.0;6.0;32.0;6.04;3.0;6.67;7.7;7.55;-0.15;5.18;5.18;0.0;6.07;6.04;-0.03;7.5;0.0;Dem.;6.36;3.0;Limited;7.55;2.0;Defective democracy;5.18;3.0;Limited;6.04;2.0;Good;5.8;3.0;Moderate;6.67;2.0;Sound
2020;23;42.0;6.43;21.0;7.75;8.3;9.0;9.0;9.0;6.0;8.3;8.0;7.0;6.5;8.0;9.0;6.8;4.0;8.0;9.0;6.0;80.0;5.11;5.8;5.0;5.0;7.0;6.0;7.5;6.5;6.0;7.0;24.0;6.06;3.0;6.77;7.85;7.75;-0.1;5.0;5.11;0.11;5.86;6.06;0.2;7.5;0.0;Dem.;6.43;3.0;Limited;7.75;2.0;Defective democracies;5.11;3.0;Limited;6.06;2.0;Good;5.3;3.0;Moderate;6.77;2.0;Sound
2016;23;46.0;6.28;28.0;7.55;8.3;9.0;9.0;9.0;6.0;8.3;9.0;7.0;6.3;8.0;8.0;7.0;5.0;8.0;9.0;6.0;80.0;5.0;6.0;4.0;6.0;7.0;7.0;7.5;6.0;6.0;6.0;48.0;5.42;3.0;6.0;7.55;7.55;0.0;5.18;5.0;-0.18;6.04;5.42;-0.62;7.5;0.0;Dem.;6.28;3.0;Limited;7.55;2.0;Defective democracy;5.0;3.0;Limited;5.42;3.0;Moderate;5.6;3.0;Moderate;6.0;2.0;Sound
2022;23;48.0;6.08;34.0;6.9;8.3;9.0;9.0;9.0;6.0;7.0;6.0;7.0;5.8;7.0;6.5;7.0;5.0;8.0;9.0;6.0;75.0;5.25;5.8;5.0;5.0;7.0;6.0;7.5;6.5;6.0;7.0;28.0;5.85;3.0;6.5;7.75;6.9;-0.85;5.11;5.25;0.14;6.06;5.85;-0.21;7.5;0.0;Dem.;6.08;3.0;Limited;6.9;2.0;Defective democracies;5.25;3.0;Limited;5.85;2.0;Good;5.5;3.0;Moderate;6.5;2.0;Sound
2010;25;102.0;4.36;82.0;4.65;6.8;7.0;6.0;7.0;7.0;5.0;5.0;6.0;5.5;6.0;2.0;4.0;4.0;3.0;;5.0;103.0;4.07;2.5;3.0;2.0;3.0;2.0;5.0;5.5;6.0;5.0;48.0;5.57;9.0;5.95;3.75;4.65;0.9;3.68;4.07;0.39;5.02;5.57;0.55;7.0;1.0;Aut.;4.36;4.0;Very limited;4.65;4.0;Moderate autocracy;4.07;4.0;Very limited;5.57;3.0;Moderate;7.1;2.0;Substantial;5.95;3.0;Fair
2018;25;45.0;6.25;40.0;6.57;7.3;8.0;7.0;7.0;7.0;7.0;6.0;7.0;7.3;7.0;7.0;4.3;5.0;3.0;;5.0;55.0;5.93;4.5;4.0;3.0;6.0;5.0;6.0;7.5;8.0;7.0;16.0;6.5;9.0;7.17;6.5;6.57;0.07;5.54;5.93;0.39;6.58;6.5;-0.08;7.5;0.0;Dem.;6.25;3.0;Limited;6.57;2.0;Defective democracy;5.93;3.0;Limited;6.5;2.0;Good;5.8;3.0;Moderate;7.17;2.0;Sound
2012;25;91.0;4.58;80.0;4.8;6.8;7.0;6.0;7.0;7.0;5.0;5.0;6.0;6.3;6.0;2.0;4.0;4.0;3.0;;5.0;98.0;4.36;2.5;3.0;2.0;3.0;2.0;5.5;5.5;6.0;5.0;38.0;5.77;9.0;6.17;4.65;4.8;0.15;4.07;4.36;0.29;5.57;5.77;0.19;7.0;1.0;Aut.;4.58;4.0;Very limited;4.8;4.0;Moderate autocracy;4.36;4.0;Very limited;5.77;2.0;Good;7.1;2.0;Substantial;6.17;2.0;Sound
2014;25;63.0;5.7;54.0;6.4;7.0;8.0;6.0;7.0;7.0;7.0;6.0;7.0;7.0;6.0;7.0;4.0;4.0;3.0;;5.0;80.0;5.0;3.5;3.0;3.0;4.0;4.0;5.5;5.5;6.0;5.0;23.0;6.27;9.0;6.77;4.8;6.4;1.6;4.36;5.0;0.64;5.77;6.27;0.5;7.5;0.0;Dem.;5.7;3.0;Limited;6.4;2.0;Defective democracy;5.0;3.0;Limited;6.27;2.0;Good;6.7;2.0;Substantial;6.77;2.0;Sound
2020;25;47.0;6.28;40.0;6.85;7.3;8.0;7.0;7.0;7.0;7.0;6.0;7.0;7.3;7.0;8.0;4.8;5.0;3.0;6.0;5.0;62.0;5.71;4.5;5.0;3.0;5.0;5.0;5.5;7.5;8.0;7.0;13.0;6.67;9.0;7.33;6.57;6.85;0.28;5.93;5.71;-0.21;6.5;6.67;0.18;7.5;0.0;Dem.;6.28;3.0;Limited;6.85;2.0;Defective democracies;5.71;3.0;Limited;6.67;2.0;Good;6.0;3.0;Moderate;7.33;2.0;Sound
2016;25;54.0;6.02;51.0;6.5;7.3;8.0;7.0;7.0;7.0;7.0;6.0;7.0;7.3;7.0;7.0;4.0;4.0;3.0;;5.0;67.0;5.54;3.8;4.0;3.0;4.0;4.0;6.0;5.5;6.0;5.0;17.0;6.58;9.0;7.17;6.4;6.5;0.1;5.0;5.54;0.54;6.27;6.58;0.31;7.5;0.0;Dem.;6.02;3.0;Limited;6.5;2.0;Defective democracy;5.54;3.0;Limited;6.58;2.0;Good;6.3;3.0;Moderate;7.17;2.0;Sound
2022;25;38.0;6.38;29.0;7.05;7.5;8.0;7.0;7.0;8.0;7.0;6.0;7.0;7.5;7.0;8.0;5.3;6.0;3.0;7.0;5.0;60.0;5.71;4.5;5.0;3.0;5.0;5.0;5.5;7.0;8.0;6.0;13.0;6.69;9.0;7.42;6.85;7.05;0.2;5.71;5.71;0.0;6.67;6.69;0.01;8.0;0.0;Dem.;6.38;3.0;Limited;7.05;2.0;Defective democracies;5.71;3.0;Limited;6.69;2.0;Good;5.6;3.0;Moderate;7.42;2.0;Sound
2010;28;39.0;6.43;47.0;6.5;7.0;8.0;4.0;8.0;8.0;8.0;9.0;6.0;6.8;7.0;5.5;5.3;5.0;5.0;6.0;5.0;45.0;6.36;7.5;6.0;8.0;9.0;7.0;8.0;7.0;7.0;7.0;79.0;4.49;5.0;5.13;6.7;6.5;-0.2;6.32;6.36;0.04;4.61;4.49;-0.12;8.0;0.0;Dem.;6.43;3.0;Limited;6.5;2.0;Defective democracy;6.36;3.0;Limited;4.49;3.0;Moderate;4.4;4.0;Minor;5.13;3.0;Fair
2018;28;43.0;6.28;57.0;6.1;7.0;8.0;4.0;8.0;8.0;7.0;8.0;6.0;6.5;7.0;4.0;6.0;6.0;6.0;6.0;6.0;36.0;6.46;7.8;6.0;8.0;9.0;8.0;8.0;7.5;8.0;7.0;89.0;4.09;5.0;4.65;6.3;6.1;-0.2;6.46;6.46;0.0;4.1;4.09;-0.02;8.0;0.0;Dem.;6.28;3.0;Limited;6.1;2.0;Defective democracy;6.46;3.0;Limited;4.09;4.0;Weak;4.5;3.0;Moderate;4.65;4.0;Flawed
2012;28;39.0;6.41;49.0;6.4;6.8;8.0;3.0;8.0;8.0;7.5;8.0;6.0;6.8;7.0;5.5;5.5;5.0;6.0;6.0;5.0;42.0;6.43;7.5;6.0;8.0;9.0;7.0;8.5;7.0;7.0;7.0;95.0;4.04;5.0;4.6;6.5;6.4;-0.1;6.36;6.43;0.07;4.49;4.04;-0.45;8.0;0.0;Dem.;6.41;3.0;Limited;6.4;2.0;Defective democracy;6.43;3.0;Limited;4.04;4.0;Weak;4.5;3.0;Moderate;4.6;4.0;Flawed
2014;28;41.0;6.37;56.0;6.35;6.8;8.0;3.0;8.0;8.0;7.5;8.0;6.0;6.5;7.0;5.0;6.0;6.0;6.0;6.0;6.0;41.0;6.39;7.8;6.0;8.0;9.0;8.0;8.0;7.5;8.0;7.0;101.0;3.95;5.0;4.52;6.4;6.35;-0.05;6.43;6.39;-0.04;4.04;3.95;-0.09;8.0;0.0;Dem.;6.37;3.0;Limited;6.35;2.0;Defective democracy;6.39;3.0;Limited;3.95;4.0;Weak;4.4;4.0;Minor;4.52;4.0;Flawed
2020;28;53.0;6.11;68.0;5.75;6.8;8.0;4.0;8.0;7.0;6.3;7.0;6.0;6.0;7.0;4.0;5.8;6.0;5.0;6.0;6.0;36.0;6.46;7.3;5.0;7.0;9.0;8.0;8.0;7.5;8.0;7.0;104.0;3.8;5.0;4.33;6.1;5.75;-0.35;6.46;6.46;0.0;4.09;3.8;-0.29;7.5;0.0;Dem.;6.11;3.0;Limited;5.75;3.0;Highly defective democracies;6.46;3.0;Limited;3.8;4.0;Weak;4.4;4.0;Minor;4.33;4.0;Flawed
2016;28;42.0;6.38;54.0;6.3;7.0;8.0;4.0;8.0;8.0;7.0;8.0;6.0;6.5;7.0;5.0;6.0;6.0;6.0;6.0;6.0;37.0;6.46;7.8;6.0;8.0;9.0;8.0;8.0;7.5;8.0;7.0;92.0;4.1;5.0;4.65;6.35;6.3;-0.05;6.39;6.46;0.07;3.95;4.1;0.15;8.0;0.0;Dem.;6.38;3.0;Limited;6.3;2.0;Defective democracy;6.46;3.0;Limited;4.1;4.0;Weak;4.7;3.0;Moderate;4.65;4.0;Flawed
2022;28;54.0;5.93;62.0;5.6;6.8;8.0;4.0;8.0;7.0;6.0;7.0;6.0;6.0;7.0;4.0;5.3;4.0;5.0;6.0;6.0;35.0;6.25;7.3;5.0;7.0;9.0;8.0;8.0;7.5;8.0;7.0;106.0;3.78;5.0;4.33;5.75;5.6;-0.15;6.46;6.25;-0.21;3.8;3.78;-0.02;7.5;0.0;Dem.;5.93;3.0;Limited;5.6;3.0;Highly defective democracies;6.25;3.0;Limited;3.78;4.0;Weak;4.3;4.0;Minor;4.33;4.0;Flawed
2010;29;19.0;7.81;18.0;8.4;8.8;9.0;8.0;10.0;8.0;8.8;9.0;7.0;8.0;7.0;9.0;7.5;7.0;7.0;9.0;7.0;24.0;7.21;8.5;8.0;8.0;9.0;9.0;7.5;8.0;9.0;7.0;5.0;7.21;5.0;8.29;8.45;8.4;-0.05;7.43;7.21;-0.21;7.27;7.21;-0.06;8.5;0.0;Dem.;7.81;2.0;Advanced;8.4;1.0;Democracy in consolidation;7.21;2.0;Advanced;7.21;1.0;Very good;4.1;4.0;Minor;8.29;1.0;Excellent
2018;29;16.0;7.89;16.0;8.2;9.0;10.0;8.0;10.0;8.0;8.3;8.0;7.0;7.8;8.0;9.0;7.0;7.0;6.0;8.0;7.0;20.0;7.57;8.0;8.0;7.0;8.0;9.0;10.0;8.5;9.0;8.0;6.0;7.09;6.0;8.23;8.25;8.2;-0.05;7.43;7.57;0.14;7.04;7.09;0.05;9.0;0.0;Dem.;7.89;2.0;Advanced;8.2;1.0;Democracy in consolidation;7.57;2.0;Advanced;7.09;1.0;Very good;3.8;4.0;Minor;8.23;1.0;Excellent
2012;29;19.0;7.78;17.0;8.35;9.3;10.0;9.0;10.0;8.0;8.8;9.0;7.0;8.0;8.0;8.5;7.3;7.0;6.0;9.0;7.0;25.0;7.21;8.0;8.0;7.0;9.0;8.0;8.0;8.5;9.0;8.0;7.0;7.11;6.0;8.23;8.4;8.35;-0.05;7.21;7.21;0.0;7.21;7.11;-0.09;9.0;0.0;Dem.;7.78;2.0;Advanced;8.35;1.0;Democracy in consolidation;7.21;2.0;Advanced;7.11;1.0;Very good;3.9;4.0;Minor;8.23;1.0;Excellent
2014;29;18.0;7.91;15.0;8.35;9.3;10.0;9.0;10.0;8.0;8.8;9.0;8.0;7.8;8.0;9.0;7.0;7.0;6.0;8.0;7.0;22.0;7.46;8.3;8.0;7.0;9.0;9.0;8.5;8.5;9.0;8.0;9.0;7.01;6.0;8.15;8.35;8.35;0.0;7.21;7.46;0.25;7.11;7.01;-0.1;9.0;0.0;Dem.;7.91;2.0;Advanced;8.35;1.0;Democracy in consolidation;7.46;2.0;Advanced;7.01;1.0;Very good;3.8;4.0;Minor;8.15;1.0;Excellent
2020;29;14.0;8.0;14.0;8.35;9.3;10.0;9.0;10.0;8.0;8.3;8.0;7.0;8.0;8.0;9.0;7.3;7.0;6.0;9.0;7.0;18.0;7.64;8.0;8.0;7.0;8.0;9.0;10.0;8.5;9.0;8.0;5.0;7.25;6.0;8.46;8.2;8.35;0.15;7.57;7.64;0.07;7.09;7.25;0.16;9.0;0.0;Dem.;8.0;2.0;Advanced;8.35;1.0;Democracies in consolidation;7.64;2.0;Advanced;7.25;1.0;Very good;3.6;4.0;Minor;8.46;1.0;Excellent
